TID	Name	RA (longitude)	Dec (latitude)
7330	V* BN Dra                          	296.7835666457478	+61.3701344422371
7331	V* KO Dra                          	293.7627487206907	+62.3295098454284
7332	IRAS 19394+6435                    	294.9775266673457	+64.7144516329986
7333	IRAS 19413+6303                    	295.4833141426097	+63.1843285286322
7334	IRAS 19477+6211                    	297.1006259715771	+62.3196492355677
7335	IRAS 19559+6254                    	299.1426226367408	+63.0363216944662
7336	IRAS 20011+6338                    	300.4463818308635	+63.7890765169121
7337	V* IP Dra                          	303.9232992411041	+65.8536108328903
7338	V* IL Dra                          	299.5898788636357	+66.7904960892682
7339	V* AA Dra                          	301.4477398040961	+66.2887988413261
7340	* e Dra                            	300.3689338904579	+64.8209707649692
7341	IRAS 20009+6510                    	300.3589807252703	+65.3095673947951
7342	IRAS 20033+6447                    	300.9577049075131	+64.9253364957359
7343	V* EZ Dra                          	302.5048798068493	+66.9533802340927
7344	V* KQ Dra                          	303.4278592905930	+65.9411729145711
7345	V* MM Dra                          	299.9344042266512	+65.1680781945728
7346	AN 32.1934                         	302.3250	+66.9467
7347	V* AC Dra                          	305.0250364028433	+68.8803168320318
7348	HD 191372                          	301.2224644908644	+68.0271584003878
7349	IRAS 20054+6756                    	301.4077421429856	+68.0879294827012
7350	IRAS 20088+6856                    	302.2326695136326	+69.0860741286466
7351	BD+68 1146                         	310.7776870379627	+69.3752672158212
7352	V* HS Cep                          	310.5769839199850	+69.2736066776606
7353	LEE 323                            	305.6055270483453	+69.7462435737666
7354	IRAS 20177+7027                    	304.4189178136779	+70.6147273657636
7355	IRAS 20358+6859                    	309.0265134195788	+69.1635275782342
7356	V* DF Dra                          	309.6928659833113	+69.6023666126112
7357	SV* GR 14                          	309.6500	+71.5333
7358	V* DV Cep                          	310.8266626858900	+72.3750876625943
7359	IRAS 20496+7204                    	312.4208525677840	+72.2644229052975
7360	IRAS 20563+7321                    	314.0514664315415	+73.5595294763059
7361	IRAS 21021+7313                    	315.5294106718914	+73.4303005821805
7362	IRAS 21041+7238                    	316.0662282471075	+72.8452507760848
7363	IRAS 21087+7313                    	317.1978680499959	+73.4368734435581
7364	HD 206460                          	324.35562590	+75.22210227
7365	V* AW Cep                          	317.8753115205013	+73.8876365294939
7366	LEE 338                            	326.1199791653892	+73.6346912214569
7367	IRAS 21203+7305                    	320.1395482435336	+73.3004085349974
7368	NSV 13788                          	323.0506108044401	+74.0120585077543
7369	IRAS 22040+7349                    	331.1777627993088	+74.0658576783924
7370	V* AM Cep                          	325.3627626886810	+76.3864723436941
7371	V* V441 Cep                        	330.1526412663677	+75.0729223049614
7372	BD+74 959                          	334.6074456292595	+75.7105818922165
7373	1RXS J221528.5+770926              	333.8692	+77.1572
7374	BD+74 940                          	327.2828838257635	+74.8394478003500
7375	IRAS 21347+7546                    	323.6752853164932	+75.9961183082535
7376	IRAS 22447+7502                    	341.4971044303009	+75.3151427982379
7377	SN 1995X                           	340.21375	+75.16986
7378	HD 218028                          	345.6479026978146	+76.5037975958082
7379	V* GQ Cep                          	339.8454067653215	+75.6576271784122
7380	V* V452 Cep                        	340.5428204051646	+75.4363990195905
7381	IRAS 22411+7711                    	340.5132674390516	+77.4459994882605
7382	IRAS 22477+7527                    	342.2498376048532	+75.7298281719227
7383	IRAS 22525+7545                    	343.4694258651190	+76.0181677794872
7384	IRAS 23006+7543                    	345.5274779285193	+75.9883091998345
7385	IRAS 22331+7502                    	338.5495589465720	+75.3028109406980
7386	V* TX Cep                          	358.3434095528537	+76.1844728053162
7387	V* V459 Cep                        	350.1880899681660	+77.0626369304550
7388	* gam Cep                          	354.8370897194617	+77.6323626327708
7389	V* AT Cep                          	357.4710655967805	+78.0347548442718
7390	IRAS 23278+7639                    	352.4459161510787	+76.9279028683034
7391	IRAS 23427+7803                    	356.2286413467665	+78.3392993271312
7392	1RXS J234920.7+783000              	357.3367	+78.5000
7393	IRAS 23069+7729                    	347.0773828932345	+77.7613594725477
7394	GSC 04605-00268                    	346.4019792626568	+78.3774883797636
7395	HD 919                             	003.5108647439931	+76.0269976662326
7396	V* CZ Cep                          	004.4326065507275	+76.0664507242774
7397	V* AP Cep                          	005.4753106811202	+76.4519181922924
7398	IRAS 00089+7623                    	002.9190706749599	+76.6766860483395
7399	IRAS 00191+7558                    	005.5278909829188	+76.2511687125688
7400	IRAS 00240+7622                    	006.7914812853218	+76.6526853602975
7401	SV* BV 222                         	003.7500	+77.2000
7402	V* V734 Cep                        	001.9107415093615	+76.1410614238052
7403	V* V763 Cas                        	019.1994939510364	+75.2006235522150
7404	IRAS 00420+7533                    	011.3669077991852	+75.8394802991668
7405	V* V1063 Cas                       	016.1968084679014	+76.1037685726555
7406	HD 11844                           	030.1602162032289	+75.9528191278714
7407	HD 12013                           	030.5388169836033	+75.5021656848706
7408	IRAS 01416+7531                    	026.5410570915078	+75.7713804201606
7409	IRAS 01267+7524                    	022.7253337479126	+75.6680605991539
7410	BD+74 110                          	038.7620211721800	+75.2265991652337
7411	C* 3231                            	035.7356812868318	+73.6706543606487
7412	IRAS 02231+7502                    	037.0482108521519	+75.2575105231174
7413	IRAS 02479+7347                    	043.2684754490631	+74.0014622200686
7414	TYC 4495-175-1                     	039.8498541674811	+75.3076484458113
7415	V* V793 Cas                        	042.5501291432500	+72.9143400577770
7416	V* AN Cas                          	043.2749114220591	+71.8492700123444
7417	IRAS 02464+7218                    	042.8382920110346	+72.5196078284722
7418	IRAS 02501+7300                    	043.7977565027380	+73.2153891100154
7419	V* V795 Cas                        	043.3947269483445	+73.7711950411201
7420	V* V952 Cas                        	045.5863110833645	+71.1611759039680
7421	V* V805 Cas                        	052.5808178143632	+71.8638976714219
7422	RAFGL 482                          	050.9052636455952	+70.4514077026379
7423	C* 3235                            	054.8204554972801	+70.8816250657278
7424	V* V667 Cas                        	050.2336585365110	+70.7774341047977
7425	IRAS 03076+7035                    	048.1467112247973	+70.7714421422810
7426	IRAS 03202+6859                    	051.2652296133939	+69.1709464919686
7427	IRAS 03232+7046                    	052.0858330448429	+70.9499651482912
7428	V* V1177 Cas                       	051.2110675131884	+70.5563178518798
7429	V* FV Cam                          	051.6578242287974	+68.1418749266525
7430	V* MM Cam                          	057.7520906408155	+69.1027673539036
7431	IRC +70047                         	057.7404099243733	+67.6143150007736
7432	IRAS 03249+6836                    	052.4281797344661	+68.7761736219082
7433	IRAS 03253+6835                    	052.5376663865134	+68.7646823296562
7434	V* FX Cam                          	053.3295965095934	+68.0780085049121
7435	V* II Cam                          	055.0645976645683	+68.9096787619297
7436	V* IK Cam                          	055.2661321370298	+67.6477165174339
7437	V* GI Cam                          	055.7634073899197	+68.5909992660684
7438	V* IL Cam                          	055.9686781785227	+67.6757140508399
7439	V* CG Cam                          	057.4254505012779	+68.1737349964391
7440	IRAS 03485+6826                    	058.3845253963613	+68.5949330819070
7441	NSV 1165                           	052.9124879666947	+68.7208775242170
7442	V* GH Cam                          	055.3809695071880	+67.0787699498909
7443	[SCH2002b] V1                      	056.77058	+68.16025
7444	[SCH2002b] V2                      	056.76242	+68.16908
7445	[SCH2002b] V3                      	056.73196	+68.12389
7446	[SCH2002b] V4                      	056.72458	+68.18753
7447	[SCH2002b] V5                      	056.70771	+68.16225
7448	[SCH2002b] V6                      	056.70358	+68.20256
7449	[SCH2002b] V7                      	056.66950	+68.12186
7450	[SCH2002b] V8                      	056.66800	+68.10400
7451	[SCH2002b] V9                      	056.66362	+68.18569
7452	[SCH2002b] V10                     	056.65296	+68.16411
7453	[SCH2002b] V11                     	056.65058	+68.13553
7454	[SCH2002b] V12                     	056.64767	+68.12097
7455	[SCH2002b] V13                     	056.63975	+68.17428
7456	[SCH2002b] V14                     	056.62125	+68.17675
7457	[SCH2002b] V15                     	056.61933	+68.17794
7458	[SCH2002b] V16                     	056.59933	+68.18189
7459	[SCH2002b] V17                     	056.59800	+68.10181
7460	[SCH2002b] V18                     	056.59775	+68.12603
7461	[SCH2002b] V19                     	056.59529	+68.17558
7462	[SCH2002b] V20                     	056.58567	+68.16569
7463	[SCH2002b] V21                     	056.57988	+68.17714
7464	[SCH2002b] V22                     	056.56000	+68.14597
7465	[SCH2002b] V23                     	056.54629	+68.16181
7466	[SCH2002b] V24                     	056.54587	+68.15669
7467	[SCH2002b] V25                     	056.53267	+68.14236
7468	[SCH2002b] V26                     	056.51458	+68.15183
7469	[SCH2002b] V27                     	056.50804	+68.12042
7470	[SCH2002b] V28                     	056.49833	+68.13483
7471	[SCH2002b] V29                     	056.48488	+68.15581
7472	[SCH2002b] V30                     	056.48379	+68.17011
7473	[SCH2002b] V31                     	056.48142	+68.16597
7474	[SCH2002b] 101                     	056.76250	+68.18575
7475	2MASS J03470142+6807230            	056.75596	+68.12308
7476	[SCH2002b] 103                     	056.75617	+68.18983
7477	[SCH2002b] 104                     	056.75500	+68.15661
7478	[SCH2002b] 105                     	056.74717	+68.19647
7479	[SCH2002b] 106                     	056.74708	+68.19844
7480	[SCH2002b] 107                     	056.74512	+68.16547
7481	[SCH2002b] 108                     	056.74579	+68.20086
7482	[SCH2002b] 109                     	056.74062	+68.18767
7483	[SCH2002b] 110                     	056.74000	+68.20158
7484	[SCH2002b] 111                     	056.73375	+68.15250
7485	[SCH2002b] 112                     	056.73438	+68.20028
7486	[SCH2002b] 113                     	056.72446	+68.13717
7487	[SCH2002b] 114                     	056.72317	+68.15567
7488	[SCH2002b] 115                     	056.72150	+68.16994
7489	[SCH2002b] 116                     	056.71471	+68.12892
7490	[SCH2002b] 117                     	056.68942	+68.17153
7491	[SCH2002b] 118                     	056.68121	+68.17928
7492	[SCH2002b] 119                     	056.65508	+68.16692
7493	[SCH2002b] 120                     	056.64863	+68.16075
7494	[SCH2002b] 121                     	056.64771	+68.17989
7495	[SCH2002b] 122                     	056.64479	+68.18261
7496	[SCH2002b] 123                     	056.64279	+68.15997
7497	[SCH2002b] 124                     	056.62037	+68.17911
7498	[SCH2002b] 125                     	056.61733	+68.17547
7499	[SCH2002b] 126                     	056.61508	+68.17778
7500	[SCH2002b] 127                     	056.61171	+68.15583
7501	[SCH2002b] 128                     	056.60133	+68.19425
7502	[SCH2002b] 129                     	056.59708	+68.16236
7503	[SCH2002b] 130                     	056.59637	+68.17164
7504	[SCH2002b] 131                     	056.59604	+68.18258
7505	[SCH2002b] 132                     	056.59346	+68.18619
7506	[SCH2002b] 133                     	056.59075	+68.17906
7507	[SCH2002b] 134                     	056.58888	+68.17697
7508	[SCH2002b] 135                     	056.57971	+68.18725
7509	[SCH2002b] 136                     	056.57667	+68.14131
7510	[SCH2002b] 137                     	056.57504	+68.14703
7511	[SCH2002b] 138                     	056.57437	+68.17936
7512	[SCH2002b] 139                     	056.57254	+68.10447
7513	[SCH2002b] 140                     	056.56817	+68.11022
7514	[SCH2002b] 141                     	056.56071	+68.14992
7515	[SCH2002b] 142                     	056.52458	+68.13100
7516	[SCH2002b] 143                     	056.50488	+68.13481
7517	[SCH2002b] 144                     	056.49867	+68.14719
7518	[SCH2002b] 145                     	056.49363	+68.14044
7519	V* BE Cam                          	057.3803225882985	+65.5259879849395
7520	IRAS 03543+6553                    	059.7742451185342	+66.0300239911853
7521	IRAS 03592+6531                    	061.0055952478003	+65.6654953063164
7522	IRAS 04009+6611                    	061.4131401709780	+66.3318853198644
7523	IRAS 04049+6634                    	062.4565366193776	+66.6986651666446
7524	IRAS 04104+6516                    	063.7943111729312	+65.4082696687309
7525	NGC 1502 44                        	061.9486303502045	+62.3596207199870
7526	BD+62 655                          	062.1159491750	+62.4065864003
7527	HD 25639                           	061.9641369035428	+62.3301077133666
7528	NGC 1502 5                         	061.9501141061034	+62.3378354976428
7529	NGC 1502 37                        	061.9286279366362	+62.3273410113498
7530	BD+61 675                          	061.9336570461249	+62.3011451514626
7531	V* ZZ Cam                          	064.4330925006827	+62.3466296317601
7532	NSV 15939                          	064.9697	+62.6302
7533	IRAS 04037+6319                    	062.0732245715723	+63.4563587149634
7534	IRAS 04057+6350                    	062.5730751834900	+63.9803933307346
7535	IRAS 03558+6417                    	060.1113916086699	+64.4299977354605
7536	V* LP Cam                          	062.4181703993259	+62.4531927721172
7537	V* SZ Cam                          	061.9553585628447	+62.3329519795915
7538	V* QQ Cam                          	060.6521390030050	+64.4480231309338
7539	V* PZ Cam                          	059.94896	+63.83050
7540	IRAS 04090+6105                    	063.3646744268547	+61.2117684378949
7541	HD 27245                           	065.4485350676202	+60.7356251727150
7542	NSV 15996                          	064.9328920518073	+61.7927685762229
7543	IRAS 04246+6235                    	067.2988352035870	+62.7000703557061
7544	V* QX Cam                          	062.5226387234388	+61.7772502638158
7545	V* RV Cam                          	067.6736708100499	+57.4117509444994
7546	IRAS 04201+5842                    	066.0936286329302	+58.8294038231886
7547	V* IR Cam                          	067.4275018119010	+58.6273555276901
7548	V* GW Cam                          	067.9250206119749	+58.3017878283754
7549	V* IT Cam                          	068.5457012015915	+57.5594920048207
7550	V* GZ Cam                          	068.8400160274305	+60.0248565168903
7551	IRAS 04347+5727                    	069.7419623490114	+57.5594302662927
7552	IRAS 04359+5929                    	070.0708075743216	+59.5846054855202
7553	IRAS 04367+5811                    	070.2435083463596	+58.2859472392532
7554	BC 135                             	066.0427853058819	+58.7969067793099
7555	BC 139                             	067.7436222868537	+57.5129493031660
7556	V* HH Cam                          	068.8237508937254	+57.3912765166654
7557	NOVA Cam 1980                      	067.81421	+58.75219
7558	V* V343 Cam                        	065.9964675048151	+58.5927677796817
7559	V* V365 Cam                        	069.1398468477658	+57.4012667280752
7560	V* V350 Cam                        	066.8869387617286	+59.8176530172885
7561	IRAS 04307+5529                    	068.6975993721574	+55.5925530279026
7562	IRAS 04320+5659                    	069.0504554449616	+57.0938897498294
7563	IRAS 04353+5642                    	069.8604325772532	+56.7988315376856
7564	IRAS 04397+5516                    	070.9586787433243	+55.3757108032853
7565	V* MT Cam                          	070.1018375944153	+55.4206495622218
7566	V* V363 Cam                        	068.6748795702323	+55.7088160743465
7567	IRAS 04428+5248                    	071.7105594103450	+52.8958200575828
7568	V* AQ Cam                          	072.8244423574147	+54.9333196929525
7569	IRAS 04387+5418                    	070.7053204586726	+54.4072697669165
7570	V* HM Cam                          	071.6047938819920	+54.4807422188296
7571	IRAS 04527+5221                    	074.1720345296139	+52.4364276519861
7572	V* V367 Cam                        	070.2299660007818	+53.6351282962639
7573	BC 143                             	069.8627135493006	+54.3493810964653
7574	V* V963 Per                        	071.3984134990568	+52.3764775251119
7575	V* V594 Per                        	072.6634648442938	+50.4090518210188
7576	NIKC 3-77                          	073.4984622210199	+49.9627824406613
7577	V* V609 Per                        	072.1403401140769	+51.6877973747982
7578	HD 32088                           	075.8460285837174	+50.6328014162841
7579	V* V347 Aur                        	074.2375938305628	+51.5141339586770
7580	IRAS 04579+4956                    	075.4478336385991	+50.0068492845082
7581	IRAS 04506+5114                    	073.6303618752155	+51.3157218474565
7582	IRAS 05000+5019                    	075.9778917051478	+50.4011171441897
7583	BC 146                             	074.0999604540474	+50.2082836455753
7584	V* V964 Per                        	072.3795495777355	+51.5198175252753
7585	[D75b] Star 28                     	074.8135454820225	+47.6003238464154
7586	V* TY Aur                          	074.7335822275538	+48.3235779203126
7587	V* TV Aur                          	074.5342225102404	+48.5602967006240
7588	V* WX Aur                          	076.6747594625443	+47.5840368234439
7589	IRC +50134                         	075.8025483349823	+47.1509780507893
7590	V* HX Aur                          	075.6700151990552	+48.6060611064756
7591	IRAS 05011+4938                    	076.2476265549874	+49.7088364311985
7592	IRAS 04557+4932                    	074.8838147199253	+49.6095175166512
7593	IRAS 04551+4637                    	074.6940868862378	+46.6997678194232
7594	IRAS 04591+4512                    	075.7022296638727	+45.2724530078295
7595	IRAS 05018+4552                    	076.3886325123885	+45.9350895326301
7596	IRAS 05029+4609                    	076.6544966741825	+46.2307242425918
7597	V* V602 Aur                        	077.6830739269365	+46.2441983170994
7598	SV* VB 12                          	077.7692577881358	+44.6565436402644
7599	BD+44 2948                         	279.4794113400052	+45.0614897862299
7600	StM 437                            	279.9961697771218	+44.8901584384649
7601	BD+45 2743                         	278.8266274096164	+45.7440379362499
7602	TYC 3544-1245-1                    	281.4811413445605	+47.1226711557393
7603	IRAS 18364+4720                    	279.4635653697476	+47.3898522001056
7604	ROTSE1 J184154.46+470522.5         	280.4768519234539	+47.0897446957086
7605	ROTSE1 J183845.66+453332.8         	279.6904787711166	+45.5593791946943
7606	ROTSE1 J184257.98+451819.5         	280.7413671695551	+45.3051322245554
7607	V* V577 Lyr                        	280.6729425867734	+45.4842319628823
7608	ROTSE1 J183707.28+450740.9         	279.2803584612925	+45.1280839521209
7609	SN 2002cs                          	281.74983	+45.70547
7610	SV* SON 9323                       	279.4500	+47.3833
7611	NSV 11228                          	280.3000	+45.3167
7612	SV* SON 9328                       	280.7750	+45.3167
7613	SV* SON 9330                       	281.0750	+45.7833
7614	V* V594 Lyr                        	281.3406320359565	+45.8913564440790
7615	* 205 Dra                          	281.8732458072844	+49.4320228547077
7616	V* TU Dra                          	282.8755510496919	+48.9119345525507
7617	V* V538 Lyr                        	282.2828511560635	+47.5157881882563
7618	ROTSE1 J184439.25+490038.3         	281.1637749429529	+49.0103619750549
7619	ROTSE1 J184633.30+485435.3         	281.6377725827670	+48.9124054543354
7620	ROTSE1 J184704.96+492209.6         	281.7750052364646	+49.3695765141875
7621	ROTSE1 J184415.12+481554.7         	281.0626738588592	+48.2654105401291
7622	ROTSE1 J184346.81+473157.8         	280.9454088478617	+47.5324144696865
7623	V* CD Dra                          	283.7145834537604	+52.4792351084503
7624	V* HP Dra                          	283.7228370209954	+51.3082747855159
7625	V* CC Dra                          	283.2637255723486	+51.9778533155406
7626	V* BG Dra                          	283.6497584005861	+51.5420648906079
7627	V* DT Dra                          	282.4885291583917	+50.5868990273440
7628	IRAS 18481+5244                    	282.3256851120044	+52.7961085239788
7629	IRAS 18435+5155                    	281.1883893922799	+51.9737137530242
7630	ROTSE1 J185207.59+504514.4         	283.0304068015979	+50.7539299322639
7631	V* LU Dra                          	284.7577301675967	+52.4681446797783
7632	V* V415 Dra                        	283.9602054120224	+51.0022766504408
7633	ROTSE1 J185610.86+503949.1         	284.0457753233242	+50.6629209320743
7634	ROTSE1 J184852.32+512042.4         	282.2189337821934	+51.3451211059361
7635	V* HR Dra                          	284.6101938410101	+53.0931756831858
7636	V* EG Dra                          	284.5204915909296	+54.1492153398592
7637	HD 174237                          	281.6795373301167	+52.9879584219936
7638	TYC 3923-162-1                     	284.4177345116103	+54.4958200153258
7639	V* BZ Dra                          	281.8243758979110	+53.9464311409255
7640	SV* SON 9364                       	284.2250	+53.6667
7641	SV* SON 9365                       	285.7068985602288	+53.7884159553514
7642	SV* SON 9367                       	286.1000	+54.8167
7643	HD 180161                          	288.0473209876175	+57.6719787926783
7644	V* DG Dra                          	286.2640551550634	+57.1256604087367
7645	V* BH Dra                          	285.9147586792697	+57.4571832530893
7646	V* CE Dra                          	286.5472732386450	+55.8390950499996
7647	V* RX Dra                          	285.6751049352673	+58.7327574679704
7648	IRAS 19143+5948                    	288.7794622711251	+59.8969385680374
7649	V* KK Dra                          	286.9861013701379	+59.3977958477187
7650	BD+62 1699                         	288.5825312	+62.4991117
7651	V* AD Dra                          	288.1841303878039	+62.2707086680037
7652	IRAS 19191+6114                    	289.9559250146324	+61.3397332336009
7653	V* HT Dra                          	289.6709599127819	+63.9215153171246
7654	IRAS 19320+6332                    	293.1294720004408	+63.6503135960228
7655	SN 2001dx                          	291.82017	+65.31617
7656	V* BO Dra                          	297.8984380103464	+67.1060576740413
7657	V* ZZ Dra                          	295.2422907156538	+67.7677173343538
7658	IRAS 19328+6802                    	293.2209602183131	+68.1566474043203
7659	TYC 4242-1123-1                    	295.5248396	+65.7805025
7660	IRAS 20012+6824                    	300.3423413681077	+68.5415941187559
7661	IRAS 19426+7055                    	295.5832083960866	+71.0371870656738
7662	V* HW Dra                          	293.8507133207478	+69.8054788747414
7663	V* HZ Dra                          	296.5105834544819	+69.9191670524610
7664	V* CN Dra                          	296.6861792777686	+68.4380084098371
7665	IRAS 20021+6855                    	300.5436128508557	+69.0718981205014
7666	TYC 4446-993-1                     	301.4199541713861	+69.2876849295101
7667	AN 495.1934                        	300.3792	+68.5583
7668	V* NR Dra                          	297.4744158262402	+68.1721806528864
7669	V* IM Dra                          	301.3225098547674	+73.4573989466896
7670	HD 193533                          	303.7350855495436	+72.6055292102138
7671	V* AQ Dra                          	300.7096852311191	+73.4633682758942
7672	V* IN Dra                          	301.6153250783476	+70.6597840880461
7673	V* IO Dra                          	303.3269840611034	+71.1084326979214
7674	V* V544 Dra                        	304.0356097260242	+70.8988568793315
7675	HD 197617                          	309.6216633262611	+75.2624712630969
7676	V* UU Dra                          	306.0148210008554	+75.2537747716555
7677	* 73 Dra                           	307.8766224550958	+74.9546103660244
7678	1RXS J202935.2+735425              	307.4140903593265	+73.9095611964129
7679	IRAS 20359+7249                    	308.9110417731216	+73.0025748430462
7680	TYC 4459-83-1                      	306.3142211015518	+73.6092692002636
7681	V* EI Cep                          	322.1175227654993	+76.4034954799630
7682	HD 197306                          	309.0223502031851	+76.0300166726720
7683	HD 197750                          	309.7425631959434	+75.8814023111318
7684	HD 200251                          	314.0507319350692	+75.7198326084155
7685	DO 39535                           	320.1289553057547	+76.1881110689299
7686	V* OY Cep                          	317.4175065559304	+75.8870103722884
7687	IRAS 21088+7529                    	317.0954275629784	+75.7019959524448
7688	IRAS 21003+7423                    	315.0223437715947	+74.5908903308872
7689	V* VW Cep                          	309.3401035289921	+75.6005247674165
7690	TYC 4586-1090-1                    	317.8722501243079	+76.2413720862659
7691	IRAS 22006+7702                    	330.1973161929919	+77.2911545012273
7692	V* V436 Cep                        	326.5195912999947	+79.0185708860311
7693	V* S Cep                           	323.8034333770291	+78.6245004423554
7694	V* GH Cep                          	320.0193467139899	+77.8455286421235
7695	IRAS 21064+7749                    	316.3425518103203	+78.0211549509513
7696	IRAS 21136+7825                    	318.1484245353458	+78.6257866425676
7697	IRAS 21458+7819                    	326.3363235089324	+78.5572349208689
7698	IRAS 21503+7659                    	327.5849993847422	+77.2272033607461
7699	IRAS 22533+7934                    	343.5420397609640	+79.8497389121161
7700	G 242-35                           	352.8787394173019	+81.4118091218486
7701	HD 222461                          	354.9242587208809	+79.8211526227548
7702	V* RY Cep                          	350.3105823028256	+78.9588635668700
7703	IRAS 23029+7854                    	346.0260969392456	+79.1736315358657
7704	HD 220140                          	349.8609936942992	+79.0035197228101
7705	V* V530 Cep                        	348.6352103401369	+78.9441695643334
7706	TYC 4610-1318-1                    	357.7922258924123	+78.9680477240033
7707	V* EO Cep                          	005.91412	+78.78211
7708	V* Y Cep                           	009.5953465603142	+80.3569335263925
7709	V* V402 Cep                        	007.3339110035491	+79.8783409715108
7710	BD+78 22                           	011.3459716797336	+79.7304353687182
7711	1RXS J002827.8+785750              	007.1165329177673	+78.9618491743831
7712	NSV 251                            	010.3375	+80.4883
7713	TYC 4500-1549-1                    	009.7758490489459	+79.3193378107261
7714	V* AE Cep                          	020.7007265677366	+80.0322378720832
7715	V* GW Cep                          	026.4942587827884	+80.0820347334234
7716	IRAS 01083+8020                    	018.2157060933957	+80.6120792931006
7717	IRAS 01185+7810                    	020.7238185837336	+78.4271031599090
7718	IRAS 01314+7820                    	024.0503633975829	+78.6005671844278
7719	V* V798 Cep                        	028.6453559824630	+79.4692658005052
7720	V* V796 Cep                        	025.4018590052681	+80.0719338952306
7721	V* V797 Cep                        	025.6984997899451	+80.1311782701869
7722	IRAS 01576+7707                    	030.6620313624271	+77.3667269473660
7723	IRC +80005                         	035.0606151119532	+78.7600734957686
7724	V* V357 Cep                        	031.0418736982606	+78.8460463447377
7725	V* V789 Cas                        	038.6279078723779	+76.7181511513377
7726	IRAS 02196+7819                    	036.3455230740817	+78.5572158170639
7727	CSS 56                             	037.0805494348633	+76.7302682525183
7728	NSV 786                            	035.5942605069613	+78.9104949632145
7729	HD 12927                           	033.2079513062	+79.6915377592
7730	BD+76 90                           	041.1746993542364	+77.3540425952668
7731	IRAS 02502+7441                    	043.9130702069414	+74.8876650437884
7732	V* V800 Cas                        	046.8960091431869	+75.8037118057057
7733	G 245-65                           	047.2686590212845	+76.0411625100452
7734	IRAS 02415+7533                    	041.7208558857402	+75.7617010826581
7735	IRAS 02462+7634                    	042.9979037349601	+76.7817881687945
7736	IRAS 02433+7719                    	042.3216412204086	+77.5422700001230
7737	V* V590 Cas                        	050.9238499776975	+76.2813865210969
7738	SN 2005aj                          	044.70354	+75.75383
7739	HD 19534                           	048.5716838823601	+74.2430823141688
7740	IRAS 03214+7344                    	051.7641597276333	+73.9174206770629
7741	IRAS 03314+7529                    	054.3800548206844	+75.6504123115464
7742	V* V1175 Cas                       	050.3605259228175	+73.4355365572555
7743	V* PP Cam                          	057.2645362345291	+74.4593662264336
7744	IRAS 03436+7059                    	057.2346706346691	+71.1412396526066
7745	IRAS 03463+7241                    	057.9845207740086	+72.8384430341867
7746	IRAS 03517+7025                    	059.2397510815375	+70.5744855055010
7747	IRAS 04066+7139                    	063.0594898629025	+71.7797442172417
7748	C* 3234                            	053.6601963896810	+72.6492270782404
7749	SN 2005kd                          	060.82033	+71.72192
7750	BD+68 295                          	059.6818231591983	+69.0165224013991
7751	IRAS 03503+6918                    	058.8592519310268	+69.4594734546738
7752	V* V337 Cam                        	064.0832906657040	+68.9726062643309
7753	IRC +70050                         	062.5697813064619	+68.7016201387435
7754	V* MX Cam                          	059.1020495470822	+69.0412357103217
7755	V* NN Cam                          	063.1592347432898	+69.4858085718569
7756	V* V345 Cam                        	066.480617	+69.262642
7757	V* V352 Cam                        	067.0784118535795	+68.7884262295049
7758	V* DG Cam                          	063.5631167975203	+66.5479166507413
7759	V* SX Cam                          	066.0365209593121	+68.2217006797442
7760	IRAS 04123+6650                    	064.3168104353672	+66.9657489670981
7761	IRAS 04150+6806                    	065.0364722645160	+68.2297770137718
7762	V* GV Cam                          	067.4025678409280	+66.7633494115519
7763	IRAS 04277+6603                    	068.1495409050687	+66.1627352512323
7764	V* HK Cam                          	069.0827268927233	+66.8505455107645
7765	IRAS 04348+6617                    	069.9531538889960	+66.3957054664309
7766	V* V335 Cam                        	063.6740831715731	+67.8370021456049
7767	SV* SVS 959                        	067.7889479316682	+67.8117942422003
7768	V* V356 Cam                        	067.2910807349206	+68.5670158145603
7769	V* MS Cam                          	068.4760091034948	+64.6334141201925
7770	V* WW Cam                          	067.8553432371755	+64.3626380335712
7771	V* RY Cam                          	067.7086458667506	+64.4417829962406
7772	V* HI Cam                          	068.9390039245136	+63.2048527392845
7773	IRAS 04332+6507                    	069.5233966899209	+65.2325555210731
7774	V* IU Cam                          	069.8204948054450	+65.7991175745948
7775	IRAS 04379+6356                    	070.6776097420093	+64.0417600123363
7776	V* T Cam                           	070.0369415628305	+66.1468588217996
7777	V* GX Cam                          	068.2808569567327	+63.3561100414069
7778	V* IS Cam                          	068.2435440356313	+63.3621712614614
7779	NSV 1654                           	069.2208	+64.2683
7780	V* V362 Cam                        	068.4009466827562	+64.0938783132554
7781	V* V369 Cam                        	070.8758468791972	+63.9867465179307
7782	V* V372 Cam                        	071.3718935973314	+63.9546813479582
7783	V* V374 Cam                        	072.0785956347505	+64.0210374373665
7784	V* GY Cam                          	068.8231601588072	+62.2732666289659
7785	IRAS 04324+6102                    	069.2130900568014	+61.1482327138105
7786	V* DP Cam                          	072.6045415833553	+63.3329475610304
7787	HD 29797                           	071.4211263441820	+61.6894996237633
7788	V* DO Cam                          	072.2741316069744	+61.5073898429951
7789	NSV 16091                          	069.1500	+62.1667
7790	NSV 16144                          	070.6500	+62.2167
7791	NSV 16133                          	070.2291082214831	+61.2387747768926
7792	IRAS 04400+6315                    	071.1870136822222	+63.3436041036450
