PID,title,project_type,description,aperture_upper_limit,aperture_lower_limit,FoV_upper_limit,FoV_lower_limit,pixel_scale_upper_limit,pixel_scale_lower_limit,mount_type,camera_type_colored_mono,camera_type_cooled_uncooled,Johnson_B,Johnson_V,Johnson_R,SDSS_u,SDSS_g,SDSS_r,SDSS_i,SDSS_z
582,Observe Asteriods 32,target_of_opportunity,Observe Asteriods 32 34 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
583,Observe Exoplanets 178,transient,Observe Exoplanets 178 62 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,n,n,n,n,y,y
584,Observe Exoplanets 179,regular,Observe Exoplanets 179 52 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,y,n,y
585,Observe Star 90,regular,Observe Star 90 6 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,n,y,y
586,Observe Exoplanets 180,regular,Observe Exoplanets 180 73 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,y,y,y,y
587,Observe Exoplanets 181,regular,Observe Exoplanets 181 81 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
588,Observe Comet 28,target_of_opportunity,Observe Comet 28 90 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,n,y,y,y
589,Observe Exoplanets 182,regular,Observe Exoplanets 182 47 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,n,y
590,Observe Comet 29,regular,Observe Comet 29 78 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,n,y,y,n
591,Observe Star 91,regular,Observe Star 91 45 times,30,0,600,1,3,0.1,fork,colored,cooled,n,y,y,y,n,n,y,y
592,Observe Supernova 114,regular,Observe Supernova 114 0 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,n,y,y,n
593,Observe Galaxy 86,regular,Observe Galaxy 86 89 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,y,y,n,y,y
594,Observe Galaxy 87,regular,Observe Galaxy 87 5 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,y,n,y,n
595,Observe Exoplanets 183,regular,Observe Exoplanets 183 30 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,n,y,y
596,Observe GRB 61,regular,Observe GRB 61 96 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,y,y
597,Observe Supernova 115,regular,Observe Supernova 115 34 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,n,y,y
598,Observe Galaxy 88,regular,Observe Galaxy 88 29 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,n,n,y,y,n
599,Observe Star 92,regular,Observe Star 92 66 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,y,y,y,y,y,y
600,Observe Star 93,regular,Observe Star 93 43 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,y,y,n,y,y,y
601,Observe Exoplanets 184,target_of_opportunity,Observe Exoplanets 184 61 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,y,y,y,y
602,Observe Exoplanets 185,regular,Observe Exoplanets 185 33 times,30,0,600,1,3,0.1,german,colored,cooled,n,n,y,y,y,y,y,y
603,Observe Asteriods 33,regular,Observe Asteriods 33 29 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,y,y,y,y
604,Observe Asteriods 34,regular,Observe Asteriods 34 79 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,y,y,y,y
605,Observe Galaxy 89,regular,Observe Galaxy 89 29 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
606,Observe Asteriods 35,regular,Observe Asteriods 35 68 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,n,y
607,Observe Exoplanets 186,regular,Observe Exoplanets 186 36 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,y,n,y,y,y,n
608,Observe Exoplanets 187,transient,Observe Exoplanets 187 3 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,n,y,y
609,Observe Star 94,regular,Observe Star 94 6 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,n,y,n
610,Observe Supernova 116,regular,Observe Supernova 116 4 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,y,y,y,n,y,y
611,Observe Star 95,regular,Observe Star 95 74 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
612,Observe Star 96,transient,Observe Star 96 42 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,n,y,y
613,Observe Supernova 117,regular,Observe Supernova 117 31 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,y,y,y,y
614,Observe Star 97,regular,Observe Star 97 51 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,n,y,y,y,y
615,Observe Exoplanets 188,transient,Observe Exoplanets 188 70 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,n,y,y
616,Observe Exoplanets 189,transient,Observe Exoplanets 189 77 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,y,y,y,y,y,y
617,Observe GRB 62,regular,Observe GRB 62 98 times,30,0,600,1,3,0.1,german,colored,cooled,y,n,y,y,y,y,y,n
618,Observe Supernova 118,regular,Observe Supernova 118 78 times,30,0,600,1,3,0.1,german,colored,cooled,n,y,y,y,y,y,y,n
619,Observe Comet 30,regular,Observe Comet 30 83 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
620,Observe Exoplanets 190,regular,Observe Exoplanets 190 21 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,n,n,y,y,y
621,Observe Exoplanets 191,regular,Observe Exoplanets 191 70 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,n,y,n,n
622,Observe Supernova 119,regular,Observe Supernova 119 86 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,n,n,y,y,y,n
623,Observe Exoplanets 192,regular,Observe Exoplanets 192 57 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,n,y,y,y
624,Observe Supernova 120,regular,Observe Supernova 120 6 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,n,y,y,y,y,y,y
625,Observe GRB 63,regular,Observe GRB 63 45 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,y,y,y,y
626,Observe Galaxy 90,regular,Observe Galaxy 90 8 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,y,y,y,y,y,y
627,Observe GRB 64,regular,Observe GRB 64 88 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,y,y,n
628,Observe Supernova 121,regular,Observe Supernova 121 3 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,n,y,n,y,n,y
629,Observe Supernova 122,regular,Observe Supernova 122 41 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,y,y
630,Observe Star 98,regular,Observe Star 98 90 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,n,y,y,y,y,n
631,Observe Galaxy 91,regular,Observe Galaxy 91 80 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,n,n,n,n,y,y
632,Observe Supernova 123,transient,Observe Supernova 123 27 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,n,y,n,y,y,y
633,Observe Exoplanets 193,regular,Observe Exoplanets 193 99 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,n,y,n,y,y
634,Observe Galaxy 92,regular,Observe Galaxy 92 86 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
635,Observe Supernova 124,transient,Observe Supernova 124 45 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,n
636,Observe Star 99,regular,Observe Star 99 58 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,n,y,y,y,y,y,y
637,Observe GRB 65,regular,Observe GRB 65 94 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
638,Observe Exoplanets 194,regular,Observe Exoplanets 194 7 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,n,y,y,y,y,y
639,Observe Supernova 125,regular,Observe Supernova 125 11 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,n,n,y,y
640,Observe Asteriods 36,regular,Observe Asteriods 36 15 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,n
641,Observe Star 100,target_of_opportunity,Observe Star 100 80 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,n,n,y
642,Observe Exoplanets 195,regular,Observe Exoplanets 195 37 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
643,Observe Galaxy 93,regular,Observe Galaxy 93 13 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,n,y,n
644,Observe Star 101,transient,Observe Star 101 11 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
645,Observe Exoplanets 196,transient,Observe Exoplanets 196 26 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,n,y,y,y,y,y,y,y
646,Observe Star 102,transient,Observe Star 102 62 times,30,0,600,1,3,0.1,german,mono,uncooled,y,n,y,y,y,y,n,n
647,Observe Supernova 126,regular,Observe Supernova 126 27 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,y,n
648,Observe Star 103,regular,Observe Star 103 27 times,30,0,600,1,3,0.1,german,mono,cooled,n,y,y,y,y,y,n,y
649,Observe Supernova 127,transient,Observe Supernova 127 25 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,y
650,Observe Comet 31,transient,Observe Comet 31 79 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
651,Observe GRB 66,transient,Observe GRB 66 49 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,y,n,y,n,n,y,y
652,Observe Exoplanets 197,regular,Observe Exoplanets 197 66 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
653,Observe Exoplanets 198,regular,Observe Exoplanets 198 70 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,n,y,n,y
654,Observe Exoplanets 199,target_of_opportunity,Observe Exoplanets 199 50 times,30,0,600,1,3,0.1,fork,mono,cooled,n,n,y,y,y,y,y,y
655,Observe Star 104,regular,Observe Star 104 60 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,n,y,y,y
656,Observe Supernova 128,regular,Observe Supernova 128 48 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,y,y,y,y
657,Observe Galaxy 94,regular,Observe Galaxy 94 99 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,y,n,y,y,y,y
658,Observe Exoplanets 200,transient,Observe Exoplanets 200 49 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,n,y,n,n
659,Observe Galaxy 95,regular,Observe Galaxy 95 13 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
660,Observe Exoplanets 201,regular,Observe Exoplanets 201 5 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
661,Observe Exoplanets 202,regular,Observe Exoplanets 202 94 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,y,y,y
662,Observe Supernova 129,transient,Observe Supernova 129 32 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,y
663,Observe Exoplanets 203,target_of_opportunity,Observe Exoplanets 203 67 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,y,y,y,y,y,y
664,Observe Galaxy 96,regular,Observe Galaxy 96 94 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,y,n
665,Observe Exoplanets 204,regular,Observe Exoplanets 204 74 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,n,n,n,y
666,Observe Supernova 130,regular,Observe Supernova 130 64 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,n,y,y,y,y,y,y
667,Observe Galaxy 97,transient,Observe Galaxy 97 31 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,n,n,y,n
668,Observe Exoplanets 205,transient,Observe Exoplanets 205 90 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,n,y,y,y,y,y,y
669,Observe GRB 67,transient,Observe GRB 67 94 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,n,y,y,y,y,y
670,Observe GRB 68,regular,Observe GRB 68 54 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,n,y,y,y,y,y,y
671,Observe Exoplanets 206,transient,Observe Exoplanets 206 9 times,30,0,600,1,3,0.1,german,mono,uncooled,y,n,y,y,y,y,y,y
672,Observe Star 105,regular,Observe Star 105 5 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
673,Observe Star 106,regular,Observe Star 106 63 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,n,y,n,y
674,Observe Supernova 131,regular,Observe Supernova 131 44 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,n,n,y,y,y,y
675,Observe Exoplanets 207,transient,Observe Exoplanets 207 21 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,n,y,y,y,y,y
676,Observe Exoplanets 208,target_of_opportunity,Observe Exoplanets 208 6 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,n
677,Observe Star 107,regular,Observe Star 107 23 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,y
678,Observe Exoplanets 209,regular,Observe Exoplanets 209 71 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,y,y,y
679,Observe Galaxy 98,transient,Observe Galaxy 98 0 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,n,y,y,y,y,y,y,y
680,Observe Asteriods 37,transient,Observe Asteriods 37 95 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,n,y,y,y,y,y,n,n
681,Observe Star 108,regular,Observe Star 108 21 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,y,y,y
682,Observe GRB 69,regular,Observe GRB 69 15 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,y,y,y
683,Observe Exoplanets 210,regular,Observe Exoplanets 210 50 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,n,y,y,y,y,y,y
684,Observe GRB 70,regular,Observe GRB 70 75 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,n,y,y,y,n,y,y
685,Observe GRB 71,regular,Observe GRB 71 37 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,y,y,y,y,y
686,Observe Star 109,transient,Observe Star 109 91 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,y
687,Observe Asteriods 38,regular,Observe Asteriods 38 69 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,y,y,y,n,n
688,Observe Comet 32,regular,Observe Comet 32 30 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,n,y,y,y,y,y
689,Observe Exoplanets 211,regular,Observe Exoplanets 211 34 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,n,y,y,n
690,Observe Galaxy 99,regular,Observe Galaxy 99 2 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,n,y,y,y,y,y,y
691,Observe Exoplanets 212,target_of_opportunity,Observe Exoplanets 212 45 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,n
692,Observe Exoplanets 213,transient,Observe Exoplanets 213 74 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,n,y,y,y
693,Observe Exoplanets 214,target_of_opportunity,Observe Exoplanets 214 20 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,n
694,Observe Exoplanets 215,regular,Observe Exoplanets 215 9 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,n
695,Observe Supernova 132,regular,Observe Supernova 132 76 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,n,n,y,y
696,Observe Exoplanets 216,regular,Observe Exoplanets 216 88 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,n,y,y,n,y,y
697,Observe Exoplanets 217,transient,Observe Exoplanets 217 82 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,y,y,y,y,y,y
698,Observe Exoplanets 218,regular,Observe Exoplanets 218 94 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,y,y,y
699,Observe Supernova 133,regular,Observe Supernova 133 89 times,30,0,600,1,3,0.1,fork,colored,uncooled,n,n,y,y,y,y,y,y
700,Observe Star 110,transient,Observe Star 110 45 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,n,y,y,y,y,y
701,Observe Galaxy 100,regular,Observe Galaxy 100 82 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
702,Observe Galaxy 101,transient,Observe Galaxy 101 46 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,y
703,Observe Supernova 134,target_of_opportunity,Observe Supernova 134 71 times,30,0,600,1,3,0.1,german,colored,uncooled,y,n,y,y,y,y,y,y
704,Observe Supernova 135,regular,Observe Supernova 135 76 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,n,n,y,y,y,y
705,Observe Asteriods 39,target_of_opportunity,Observe Asteriods 39 66 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,y,y,y,n,y
706,Observe Exoplanets 219,regular,Observe Exoplanets 219 71 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,n,n,y,y,n,y,y
707,Observe Exoplanets 220,transient,Observe Exoplanets 220 83 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,y
708,Observe GRB 72,transient,Observe GRB 72 19 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,n,y,y,y,y,y,y,y
709,Observe Star 111,regular,Observe Star 111 47 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,n,n,y,n,y,y
710,Observe Supernova 136,regular,Observe Supernova 136 45 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,n,y,y
711,Observe Galaxy 102,regular,Observe Galaxy 102 43 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,y,y,n,y,y,n,y
712,Observe Exoplanets 221,target_of_opportunity,Observe Exoplanets 221 87 times,30,0,600,1,3,0.1,german,mono,cooled,n,n,n,y,n,y,n,y
713,Observe Supernova 137,regular,Observe Supernova 137 55 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,n,y,n
714,Observe Exoplanets 222,regular,Observe Exoplanets 222 47 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,n,y,y,y,y
715,Observe Supernova 138,regular,Observe Supernova 138 32 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,n,y,y,y
716,Observe GRB 73,regular,Observe GRB 73 0 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,y,n,y,y,y,n
717,Observe Supernova 139,regular,Observe Supernova 139 27 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,n
718,Observe GRB 74,regular,Observe GRB 74 6 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,y,y,y,n
719,Observe Exoplanets 223,regular,Observe Exoplanets 223 36 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
720,Observe Asteriods 40,target_of_opportunity,Observe Asteriods 40 34 times,30,0,600,1,3,0.1,fork,colored,uncooled,y,y,n,n,y,y,y,y
721,Observe GRB 75,regular,Observe GRB 75 7 times,30,0,600,1,3,0.1,german,mono,uncooled,y,n,n,y,y,y,y,y
722,Observe Star 112,transient,Observe Star 112 90 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,n,y,y,y,y,y,n
723,Observe Galaxy 103,regular,Observe Galaxy 103 45 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,n,y
724,Observe Exoplanets 224,transient,Observe Exoplanets 224 24 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,n,y,y,y
725,Observe Star 113,regular,Observe Star 113 53 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,n,y
726,Observe GRB 76,transient,Observe GRB 76 23 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,y,y,n,y,y
727,Observe GRB 77,regular,Observe GRB 77 15 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,y,y,y,y,y,y,y
728,Observe Supernova 140,regular,Observe Supernova 140 18 times,30,0,600,1,3,0.1,german,colored,uncooled,y,n,y,y,n,y,y,y
729,Observe GRB 78,regular,Observe GRB 78 56 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,n,y,y,n
730,Observe Galaxy 104,transient,Observe Galaxy 104 36 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,n,n,y,n,y,y,y,y
731,Observe Exoplanets 225,regular,Observe Exoplanets 225 61 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,y,n,y,y
732,Observe Asteriods 41,transient,Observe Asteriods 41 28 times,30,0,600,1,3,0.1,fork,mono,cooled,n,y,n,y,n,y,y,y
733,Observe Exoplanets 226,regular,Observe Exoplanets 226 84 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,y
734,Observe Star 114,regular,Observe Star 114 10 times,30,0,600,1,3,0.1,german,mono,uncooled,n,y,y,y,y,n,y,y
735,Observe Exoplanets 227,transient,Observe Exoplanets 227 42 times,30,0,600,1,3,0.1,theodolite,mono,cooled,n,n,n,n,n,y,y,n
736,Observe Galaxy 105,target_of_opportunity,Observe Galaxy 105 9 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,n,y,y,y,n,n
737,Observe GRB 79,regular,Observe GRB 79 23 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,n,y,y,n,n
738,Observe Exoplanets 228,regular,Observe Exoplanets 228 39 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,y,y,y,y,y
739,Observe Galaxy 106,regular,Observe Galaxy 106 10 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,n,n,y,y,n,y,y
740,Observe Star 115,regular,Observe Star 115 3 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,n,n,y,y
741,Observe Galaxy 107,transient,Observe Galaxy 107 86 times,30,0,600,1,3,0.1,german,colored,cooled,n,y,n,n,y,n,n,y
742,Observe GRB 80,transient,Observe GRB 80 26 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,n,y,y,y
743,Observe Supernova 141,regular,Observe Supernova 141 97 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,y,n,y,y,y
744,Observe Exoplanets 229,regular,Observe Exoplanets 229 18 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,n,y,y,y,y,y,y
745,Observe Exoplanets 230,regular,Observe Exoplanets 230 35 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,n,n,y,y,y,y
746,Observe Asteriods 42,transient,Observe Asteriods 42 35 times,30,0,600,1,3,0.1,fork,colored,cooled,y,y,y,n,y,y,y,y
747,Observe Exoplanets 231,regular,Observe Exoplanets 231 46 times,30,0,600,1,3,0.1,german,mono,uncooled,y,y,n,y,y,y,y,y
748,Observe Star 116,regular,Observe Star 116 97 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,y,n,y,y
749,Observe GRB 81,regular,Observe GRB 81 47 times,30,0,600,1,3,0.1,theodolite,colored,cooled,n,y,y,y,n,y,y,y
750,Observe Galaxy 108,transient,Observe Galaxy 108 59 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,y,y,n,n,y,y
751,Observe GRB 82,regular,Observe GRB 82 19 times,30,0,600,1,3,0.1,german,colored,cooled,y,n,n,y,y,y,y,y
752,Observe GRB 83,target_of_opportunity,Observe GRB 83 13 times,30,0,600,1,3,0.1,german,colored,cooled,y,y,y,y,y,y,y,y
753,Observe Asteriods 43,regular,Observe Asteriods 43 8 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,y,y,y,y,y
754,Observe GRB 84,transient,Observe GRB 84 1 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,n,y,y,n
755,Observe Galaxy 109,regular,Observe Galaxy 109 25 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,n,y,y,y
756,Observe Galaxy 110,regular,Observe Galaxy 110 32 times,30,0,600,1,3,0.1,theodolite,colored,uncooled,y,n,n,y,n,y,y,y
757,Observe Galaxy 111,regular,Observe Galaxy 111 58 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,y,n,y,y,y,y
758,Observe Exoplanets 232,regular,Observe Exoplanets 232 35 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,n,y,y,y,y,n,y
759,Observe Exoplanets 233,regular,Observe Exoplanets 233 20 times,30,0,600,1,3,0.1,german,colored,uncooled,y,y,y,y,n,n,n,n
760,Observe Exoplanets 234,regular,Observe Exoplanets 234 15 times,30,0,600,1,3,0.1,theodolite,mono,uncooled,y,n,y,y,y,y,n,y
761,Observe Exoplanets 235,regular,Observe Exoplanets 235 8 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,y,y,y
762,Observe Exoplanets 236,regular,Observe Exoplanets 236 20 times,30,0,600,1,3,0.1,german,mono,uncooled,y,n,n,y,y,n,y,y
763,Observe Supernova 142,regular,Observe Supernova 142 92 times,30,0,600,1,3,0.1,fork,mono,uncooled,n,y,y,n,y,n,y,y
764,Observe Supernova 143,regular,Observe Supernova 143 19 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,y
765,Observe Galaxy 112,regular,Observe Galaxy 112 97 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,y,y,y,y,y,y,y
766,Observe Galaxy 113,regular,Observe Galaxy 113 59 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,n,n,y,y
767,Observe Exoplanets 237,regular,Observe Exoplanets 237 77 times,30,0,600,1,3,0.1,german,mono,cooled,y,y,y,n,y,y,y,y
768,Observe Supernova 144,regular,Observe Supernova 144 46 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,y,y,y,y,n,y
769,Observe Star 117,regular,Observe Star 117 57 times,30,0,600,1,3,0.1,german,colored,uncooled,y,n,y,n,y,y,y,y
770,Observe GRB 85,transient,Observe GRB 85 26 times,30,0,600,1,3,0.1,fork,mono,uncooled,y,y,y,y,y,n,y,y
771,Observe Star 118,regular,Observe Star 118 3 times,30,0,600,1,3,0.1,theodolite,colored,cooled,y,n,y,y,y,y,n,y
772,Observe Asteriods 44,regular,Observe Asteriods 44 42 times,30,0,600,1,3,0.1,theodolite,mono,cooled,y,y,y,n,y,y,n,n
773,Observe Supernova 145,regular,Observe Supernova 145 50 times,30,0,600,1,3,0.1,german,mono,cooled,y,n,n,y,y,y,y,n
774,Observe Supernova 146,transient,Observe Supernova 146 39 times,30,0,600,1,3,0.1,fork,colored,cooled,y,n,n,n,y,y,y,n
775,Observe Exoplanets 238,regular,Observe Exoplanets 238 88 times,30,0,600,1,3,0.1,fork,mono,cooled,y,y,n,y,y,y,y,n
776,Observe Exoplanets 239,target_of_opportunity,Observe Exoplanets 239 19 times,30,0,600,1,3,0.1,fork,mono,cooled,y,n,n,n,y,n,y,n
